Begin Time (s)	End Time (s)	Annotation
1.0	1.132687500000003	POS
1.2485625000000198	1.4222500000000196	POS
1.5477500000000075	1.7214375000000075	POS
1.8155624999999984	1.9893125000000111	POS
2.088187500000004	2.261937500000016	POS
2.3874375000000043	2.561125000000004	POS
2.6745625000000075	2.8482500000000077	POS
2.9906250000000227	3.164375000000007	POS
3.303562499999998	3.4748749999999973	POS
3.569000000000017	3.721000000000004	POS
3.8681875000000048	3.998500000000007	POS
7.767937500000016	7.876562500000006	POS
7.975437499999998	8.127499999999998	POS
8.192625000000021	8.354250000000008	POS
8.429062500000015	8.573875000000015	POS
8.646250000000009	8.798249999999996	POS
8.873062500000003	9.032312500000018	POS
9.107124999999996	9.2494375	POS
9.321875000000006	9.466312500000017	POS
9.630687500000022	9.77543750000001	POS
9.872000000000014	10.016750000000002	POS
10.059187500000007	10.194312499999995	POS
10.31975	10.433187500000004	POS
10.483875000000012	10.633437500000014	POS
10.761312500000004	10.910937500000015	POS
11.058125000000018	11.20768750000002	POS
11.35250000000002	11.499687500000022	POS
11.641999999999996	11.79162500000001	POS
11.931562500000013	12.107687499999995	POS
12.209062500000016	12.34175000000002	POS
12.501000000000005	12.677125000000018	POS
12.802625000000006	12.92568750000001	POS
16.214625000000012	16.361812499999985	POS
16.431750000000022	16.559624999999983	POS
16.651312500000017	16.750249999999994	POS
16.870937500000025	16.989125	POS
17.11462499999999	17.242500000000007	POS
17.326937499999985	17.457249999999988	POS
17.62375000000003	17.722624999999994	POS
17.903625000000034	17.985625000000027	POS
18.19800000000004	18.301750000000027	POS
25.136250000000015	25.252062500000022	POS
25.351	25.4958125	POS
25.621250000000032	25.73706250000004	POS
25.8384375	25.944562500000018	POS
26.055562500000008	26.188312499999995	POS
26.260687500000017	26.395812500000037	POS
26.516437499999995	26.641875000000027	POS
26.723937500000037	26.866312499999992	POS
26.93868750000001	27.059312500000036	POS
27.153437499999995	27.298187499999983	POS
27.404375000000016	27.525000000000038	POS
27.57931250000001	27.72168750000003	POS
27.797687499999995	27.95206250000001	POS
28.002749999999992	28.147562499999992	POS
28.22475000000003	28.362250000000017	POS
28.437062500000025	28.55287500000003	POS
28.622875000000025	28.762812499999995	POS
28.869000000000028	28.98962499999999	POS
29.07787500000001	29.149125000000023	POS
29.24781250000001	29.37812500000001	POS
29.49875000000003	29.61937499999999	POS
29.682124999999985	29.78106250000002	POS
29.949937500000036	30.063375000000008	POS
30.25637499999999	30.35050000000001	POS
37.16456249999999	37.29487499999999	POS
37.41312500000004	37.531375000000025	POS
37.661625000000015	37.787125	POS
37.87400000000002	38.00425000000001	POS
38.088750000000005	38.194875000000025	POS
38.298625000000015	38.42168750000002	POS
38.51456250000001	38.62318750000003	POS
38.6919375	38.815	POS
38.882562500000006	38.99837500000001	POS
39.094875	39.217937500000005	POS
39.297562500000026	39.42543749999999	POS
39.50506250000001	39.625687500000026	POS
39.68243749999999	39.81512500000002	POS
39.85374999999999	39.98643750000002	POS
