Starttime,Endtime,Q,Audiofilename
103.06575,103.1394375,POS,Spiders_011.wav
103.7375,103.860375,POS,Spiders_011.wav
105.1435,105.210125,POS,Spiders_011.wav
106.1624375,106.2443125,POS,Spiders_011.wav
107.4404375,107.5223125,POS,Spiders_011.wav
108.7796875,108.8451875,POS,Spiders_011.wav
109.44325,109.5088125,POS,Spiders_011.wav
110.1805625,110.237875,POS,Spiders_011.wav
110.950625,111.04075,POS,Spiders_011.wav
111.7535,111.835375,POS,Spiders_011.wav
112.3925,112.4908125,POS,Spiders_011.wav
113.293625,113.3919375,POS,Spiders_011.wav
114.58725,114.658,POS,Spiders_011.wav
115.2188125,115.25975,POS,Spiders_011.wav
115.956125,116.029875,POS,Spiders_011.wav
116.7180625,116.79175,POS,Spiders_011.wav
117.34475,117.398,POS,Spiders_011.wav
118.708375,118.74525,POS,Spiders_011.wav
119.3023125,119.3555625,POS,Spiders_011.wav
119.933125,119.9781875,POS,Spiders_011.wav
120.5434375,120.604875,POS,Spiders_011.wav
121.0595625,121.1169375,POS,Spiders_011.wav
122.468625,122.5178125,POS,Spiders_011.wav
123.0585,123.1035625,POS,Spiders_011.wav
123.60325,123.6483125,POS,Spiders_011.wav
124.2095,124.2545625,POS,Spiders_011.wav
124.79525,124.8566875,POS,Spiders_011.wav
126.1074375,126.16475,POS,Spiders_011.wav
126.6298125,126.677875,POS,Spiders_011.wav
127.233875,127.278875,POS,Spiders_011.wav
127.692625,127.745875,POS,Spiders_011.wav
128.950125,128.991125,POS,Spiders_011.wav
129.462125,129.5071875,POS,Spiders_011.wav
131.8501875,131.899375,POS,Spiders_011.wav
132.5583125,132.59925,POS,Spiders_011.wav
133.18,133.2195,POS,Spiders_011.wav
133.81175,133.865,POS,Spiders_011.wav
134.4056875,134.45075,POS,Spiders_011.wav
134.9873125,135.0569375,POS,Spiders_011.wav
135.5525625,135.5894375,POS,Spiders_011.wav
136.097375,136.1588125,POS,Spiders_011.wav
137.3630625,137.408125,POS,Spiders_011.wav
137.981625,138.034875,POS,Spiders_011.wav
138.4469375,138.4879375,POS,Spiders_011.wav
139.040875,139.1064375,POS,Spiders_011.wav
139.6389375,139.7126875,POS,Spiders_011.wav
140.232875,140.2738125,POS,Spiders_011.wav
140.7044375,140.7696875,POS,Spiders_011.wav
142.289125,142.3383125,POS,Spiders_011.wav
142.874875,142.9199375,POS,Spiders_011.wav
143.5794375,143.6285625,POS,Spiders_011.wav
144.419125,144.4641875,POS,Spiders_011.wav
145.27525,145.3161875,POS,Spiders_011.wav
146.49225,146.5373125,POS,Spiders_011.wav
147.188625,147.241875,POS,Spiders_011.wav
148.626375,148.7165,POS,Spiders_011.wav
