Begin Time (s)	End Time (s)	Annotation
0.8028124999999999	0.9138125000000006	POS
0.9934375000000006	1.1237499999999994	POS
1.1961250000000003	1.3384999999999998	POS
1.3915624999999991	1.5194375000000004	POS
1.577375	1.7052499999999995	POS
1.7558749999999996	1.8838124999999994	POS
1.9513750000000005	2.0551250000000003	POS
2.1081874999999997	2.233625	POS
2.404937500000001	2.525625	POS
2.606937500000001	2.742000000000001	POS
2.8481875	2.9857499999999995	POS
3.0219375	3.1546249999999993	POS
3.1908125	3.3138749999999995	POS
3.369375	3.4972499999999993	POS
3.5816874999999992	3.7095625000000005	POS
3.782	3.9122500000000002	POS
3.9894999999999996	4.131812499999999	POS
4.172875000000001	4.317625	POS
4.387625	4.517875	POS
4.568562499999999	4.725437500000002	POS
4.78575	4.928062499999999	POS
4.969124999999998	5.128374999999998	POS
5.2435624999999995	5.410062499999999	POS
5.530687499999999	5.692374999999998	POS
5.723749999999999	5.868500000000001	POS
5.933624999999999	6.061499999999999	POS
6.1098125	6.254562499999999	POS
6.328499999999998	6.495000000000001	POS
6.572187499999998	6.7169375	POS
6.823125000000001	6.946187500000001	POS
7.0233750000000015	7.1536875	POS
14.7028125	14.8403125	POS
15.108125000000001	15.248125000000002	POS
15.306000000000001	15.4290625	POS
15.5255625	15.6438125	POS
15.682437499999999	15.807875	POS
15.8875	16.008125	POS
16.078125	16.1915	POS
16.2735625	16.382125	POS
16.4424375	16.5751875	POS
16.6620625	16.7995625	POS
16.826125	16.9660625	POS
17.0456875	17.176	POS
17.25075	17.3714375	POS
17.476375	17.6090625	POS
17.6645625	17.7683125	POS
22.244875	22.421	POS
22.510312499999998	22.705750000000002	POS
22.790187500000002	22.944625000000002	POS
23.019437500000002	23.178687500000002	POS
23.222125	23.352375000000002	POS
23.4465	23.615375	POS
23.736062500000003	23.890437499999997	POS
24.0086875	24.1824375	POS
24.228250000000003	24.402	POS
24.433374999999998	24.585375	POS
24.710812500000003	24.848374999999997	POS
24.961750000000002	25.094499999999996	POS
25.265812500000003	25.39125	POS
25.507062500000004	25.644624999999998	POS
25.68325	25.820749999999997	POS
25.852125	25.987250000000003	POS
26.02225	26.17425	POS
26.253625	26.379062500000003	POS
26.465937500000003	26.608312499999997	POS
26.692749999999997	26.844749999999998	POS
26.9846875	27.1270625	POS
27.2863125	27.3925	POS
27.410562499999997	27.524	POS
27.6216875	27.761625000000002	POS
27.807499999999997	27.945	POS
28.04875	28.191125	POS
